"schoolname","State","District","No.students","percAmericanIndian","percAsian","percHawaiian","percBlack","percHispanic","percWhite","More","Lep","percIdea","perc504","Zip","Montessori","SCHID","ps","kinder","first","second","third","fourth","fifth","sixth","seventh","eighth","nineth","tenth","eleventh","twelfth","magnet","charter","SCHOOL_NAME","title","FRLperc","distance","weights","subclass","Corporal punishment_White","Corporal punishment_Black","Corporal punishment_Hispanic","Corporal punishment_tot_dis","in-school suspensions_White","in-school suspensions_Black","in-school suspensions_Hispanic","in-school suspensions_tot_dis","only one out-of-school_White","only one out-of-school_Black","only one out-of-school_Hispanic","only one out-of-school_tot_dis","more than one out-of-school_White","more than one out-of-school_Black","more than one out-of-school_Hispanic","more than one out-of-school_tot_dis","Expulsions_White","Expulsions_Black","Expulsions_Hispanic","Expulsions_tot_dis","Transferred_White","Transferred_Black","Transferred_Hispanic","Transferred_tot_dis","Referral_White","Referral_Black","Referral_Hispanic","Referral_tot_dis","arrest_White","arrest_Black","arrest_Hispanic","arrest_tot_dis"
"academy360","CO","schooldistrictno.1inthecountyofdenverandstateofc",226,0.4,0.4,0,31,53.5,10.6,4,28.8,7.1,0.4,80239,0,6592,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"ACADEMY 360",1,67,0.200590601521163,1,30,0,0,0,0,0,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"achievelanguageacademy","MN","achievelanguageacademy",455,0.7,33,1,13,40,10.3,3.1,50.1,10.5,0,55119,0,2608,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"ACHIEVE LANGUAGE ACADEMY",1,48.2,0.697709492627023,1,119,0,0,0,0,0,4,0,3,0,11,9,4,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"acornmontessoricharterschool","AZ","acornmontessoricharterschool",328,1.8,0,0.6,0.3,38.4,57,1.8,3,11.9,2.7,86314,1,2227,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,"Acorn Montessori Charter School",1,68.9,-2.12516985119428,1,118,0,0,0,0,3,0,1,NA,2,0,3,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"acornmontessoricharterschoolinc.-west","AZ","acornmontessoricharterschool",117,1.7,0,2.6,0,7.7,86,2.6,0,2.6,6,86314,1,2576,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Acorn Montessori Charter School  Inc. - West",1,64.2,0.55202374060554,1,125,0,0,0,0,3,0,0,NA,1,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"alfredg.zanettimontessorimagnetschool","MA","springfield",434,0,0,0,24.9,50.9,20.7,3.5,2.5,4.6,8.3,1104,1,1809,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Alfred G. Zanetti Montessori Magnet School",1,38.5,1.97592795467955,1,5,0,0,0,0,0,0,5,NA,0,0,4,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"aliefmontessoricommunityschool","TX","aliefmontessoricommunityschool",279,0,41.9,0,13.6,38.7,5,0.7,83.2,8,0,77072,1,7914,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"ALIEF MONTESSORI COMMUNITY SCHOOL",1,29.5,0.518017544269748,1,8,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"allenelementaryschool","MI","southgatecommunityschooldistrict",338,0.3,3,0,7.1,11.2,76.6,1.8,4.7,14.2,0,48195,0,295,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Allen Elementary School",1,47.6,-1.35000104125767,1,120,0,0,0,0,2,1,0,1,9,1,1,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"alphainternationalacademy","FL","broward",83,0,0,0,60.2,27.7,12,0,31.3,9.6,0,33020,0,8155,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"ALPHA INTERNATIONAL ACADEMY",1,86.8,-1.10940617522162,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"americanindianmagnetschool","MN","st.paulpublicschooldistrict",644,14.9,30,0,16.8,19.4,5.4,13.5,29.7,17.9,2.5,55106,0,2303,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"AMERICAN INDIAN MAGNET SCHOOL",1,84.6,-0.742560964833567,1,11,0,0,0,0,0,1,0,0,4,8,8,6,1,27,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"americanmontessoriacademyelementary","MI","americanmontessoriacademy",220,0.9,2.7,0,56.4,0,40,0,3.6,5.9,0,48154,1,1763,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"American Montessori Academy Elementary",1,62.3,0.808874926948889,1,24,0,0,0,0,0,0,0,NA,4,4,0,NA,2,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"atlanticmontessoricharterschool","FL","broward",122,0,2.5,0,39.3,48.4,9,0.8,21.3,4.1,2,33024,1,8151,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"ATLANTIC MONTESSORI CHARTER SCHOOL",1,35,-0.558230250315916,1,33,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"atlanticmontessoricharterschoolwestcampus","FL","broward",148,0.7,0,0.7,14.9,64.2,14.9,4.7,20.3,10.8,2.7,33325,1,8462,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"ATLANTIC MONTESSORI CHARTER SCHOOL WEST CAMPUS",1,27.7,-0.542223930325777,1,36,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"atwaterelementary","WI","shorewoodschooldistrict",545,0,13,0,8.3,8.6,66.2,3.9,13.8,9.5,0.6,53211,0,1809,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Atwater Elementary",1,15.4,-1.23959377850128,1,83,0,0,0,0,1,1,0,0,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"austindiscoverysch","TX","austindiscoveryschool",524,0.4,1,0,1.5,25.2,66.4,5.5,1.9,8.8,14.1,78724,0,11056,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"AUSTIN DISCOVERY SCH",1,24.8,2.06800326404635,1,115,0,0,0,0,21,0,7,1,1,0,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"austinmontessorimagnet","TX","ectorcountyisd",449,0.4,0.9,0,2,76.4,18.9,1.3,12.9,7.1,0.7,79761,1,1567,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"AUSTIN MONTESSORI MAGNET",1,38.3,-0.789475851237297,1,45,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"avantgardeacademyofbroward","FL","broward",127,0,2,0,15,51.2,28,4,14.2,7.9,7,33020,0,8361,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"AVANT GARDE ACADEMY OF BROWARD",1,50.8,-2.14287983428108,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"barronareamontessorischool","WI","barronareaschooldistrict",71,1,3,0,7,4.2,83.1,1.4,7,8.5,0,54812,1,2717,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"Barron Area Montessori School",1,56,1.34410586400761,1,54,0,0,0,0,1,0,0,NA,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"battlecreekmontessoriacademy","MI","battlecreekmontessoriacademy",182,0.5,1.6,0,12.6,7.1,63.2,14.8,4,0,0,49037,1,8473,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Battle Creek Montessori Academy",1,82.1,2.19748537152431,1,61,0,0,0,0,0,0,0,NA,1,2,0,NA,2,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"bayouchicotelementaryschool","LA","evangelineparish",736,0,0,0.1,8.7,1.1,88.9,1.2,0,10.6,1,70586,0,471,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Bayou Chicot Elementary School",1,69.1,-1.2902744158673,1,38,0,0,0,0,35,6,0,5,10,0,0,2,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bayviewmontessorischool","WI","milwaukeeschooldistrict",282,0.4,2.1,0.7,3.2,20.6,66.3,6.7,0,10.6,2.1,53207,1,2911,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Bay View Montessori School",1,27.7,-0.958471866392885,1,69,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"beachsidemontessorivillage","FL","broward",790,0,2,0,9.1,28.5,54,5,4.2,10.5,2,33020,1,7843,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"BEACHSIDE MONTESSORI VILLAGE",1,30.8,0.238612141959872,1,72,0,0,0,0,11,4,4,NA,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"belfairmontessorischool","LA","eastbatonrougeparish",330,0.3,2.7,0,81.8,7.6,7.6,0,2.1,4.5,1.5,70802,1,350,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Belfair Montessori School",1,75.2,1.22302680521045,1,85,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"bellamentemontessoriacademy","CA","bellamentemontessoriacademy",626,0.3,3.4,0,3.4,38.7,45.8,8.5,14.2,10.9,1.8,92083,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Aloha Elementary",1,86.7,-1.52282931684782,1,89,0,0,0,0,1,0,0,NA,2,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"bengamlacharterschool","FL","broward",539,0,0,0,2.6,36,61,0,33,6.5,3,33020,0,6981,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"BEN GAMLA CHARTER SCHOOL",1,49.9,-1.21702172125568,1,53,0,0,0,0,15,1,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bengamlacharterschoolnorthcampus","FL","broward",114,0,0,1,2.6,34.2,60,3,45.6,4.4,1,33020,0,7858,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,"BEN GAMLA CHARTER SCHOOL NORTH CAMPUS",1,37.7,0.024251032345175,1,27,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bennettparkmontessorischool","NY","buffalocityschooldistrict",793,0.1,1.3,0,61.9,10.2,20.1,6.3,1.5,23,2.8,14204,1,316,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"BENNETT PARK MONTESSORI SCHOOL",1,66.4,-2.08597287028907,1,101,0,0,0,0,0,0,0,NA,3,6,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"betancesearlyreadinglabmagnetschool","CT","hartfordschooldistrict",384,1,24,0.5,21.9,40.4,10.4,1.8,18,10.4,1.6,6106,0,1192,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"Betances Early Reading Lab Magnet School",1,49.5,-0.784360250280439,1,78,0,0,0,0,1,1,3,2,0,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bethunemarymelementaryschool","FL","broward",523,0,0,0,77.8,14.9,5,2,5.5,9.6,1,33020,0,166,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"BETHUNE MARY M ELEMENTARY SCHOOL",1,96.2,-1.15152659862091,1,4,0,0,0,0,1,7,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"birchwoodpublicmontessori","WI","birchwoodschooldistrict",42,0,0,0,0,10,90.5,0,0,14.3,0,54817,1,2937,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"Birchwood Public Montessori",1,62.5,1.43255307218305,1,108,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"bluffviewmontessori","MN","bluffviewmontessori",210,0,2.4,0,6.2,2.9,88.6,0,2.9,10,7.6,55987,1,18,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"BLUFFVIEW MONTESSORI",1,28.2,2.32184936983547,1,112,0,0,0,0,25,0,1,NA,4,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"bramlettesteamacademy","TX","longviewisd",453,0.7,0.2,0,45.9,36.2,13.9,3.1,23,10.6,3.8,75601,0,13615,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"BRAMLETTE STEAM ACADEMY",1,81.2,-0.0485200319644559,1,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"branchlineschool","MI","branchlineschool",134,0,0,1,11.9,2,86,0,1.5,8.2,0,48154,0,8555,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Branch Line School",1,32.8,1.38043543359321,1,16,0,0,0,0,0,0,0,0,8,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"brandeiselementary","KY","jeffersoncounty",558,0.4,19.2,0.2,45.5,3.4,26.7,4.7,11.6,6.1,2.9,40211,0,742,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Brandeis Elementary",1,39.4,0.211871532280985,1,79,0,0,0,0,2,18,0,4,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"breakthroughmagnetschoolsouth","CT","hartfordschooldistrict",359,0.3,7,0,22.3,48.7,17.5,4.2,12.5,14.2,0,6106,0,1369,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Breakthrough Magnet School, South",1,51.4,0.28178436961469,1,46,0,0,0,0,2,6,4,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"brookviewelemschool","IL","rockfordsd205",497,0.2,7.8,0.6,13.1,13.5,56.9,7.8,13.3,10.3,5.4,61107,0,3557,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Brookview Elem School",1,37.8,-2.50169480641294,1,58,0,0,0,0,1,1,2,2,2,2,0,2,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"buchananelementaryschool1","LA","eastbatonrougeparish",388,0.3,13.1,1,77.1,1,7,0.3,1,12.9,4.1,70802,0,358,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Buchanan Elementary School",1,71.7,-1.3709776005094,1,81,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"burdickelementary","WI","milwaukeeschooldistrict",631,1,3.3,0.3,9.5,30.7,52.1,3,2.4,13.3,2.2,53207,0,1136,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Burdick Elementary",1,53.3,-1.25760937523401,1,93,0,0,0,0,0,0,0,0,3,2,6,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"canerunelementary","KY","jeffersoncounty",410,0,0.5,0,81,2.9,10.2,5.4,0,14.9,1.7,40211,0,624,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Cane Run Elementary",1,92.9,-0.698408515724788,1,66,0,0,0,0,7,88,0,20,4,34,0,3,4,29,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"canyonviewprepacademy","AZ","parkviewschoolinc.",118,0.8,0,0,0.8,21.2,74,3.4,0,17.8,5.9,86314,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,NA,1,56.4,-2.16056203914417,1,40,0,0,0,0,14,0,8,1,16,0,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"casaesperanzamontessoricharterschool","NC","casaesperanzamontessori",508,0,5.5,0,17.9,35.4,38,3.5,6.9,6.3,1,27616,1,2681,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Casa Esperanza Montessori Charter School",1,6,1.8669721026202,1,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"casitacenterforscience/math/technology","CA","vistaunified",583,0,4.1,0,1.4,54.5,33.4,6,14.6,11.7,2,92083,0,6816,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Casita Center for Science/Math/Technology",1,50.5,-2.70165588336086,1,103,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"centralmontessorielementary","MN","forestlakepublicschooldistrict",188,0,0.5,0,1.6,5.9,85.1,6.9,1.1,10.6,0.5,55025,1,1757,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"CENTRAL MONTESSORI  ELEMENTARY",1,33.3,-0.353430670272691,1,2,0,0,0,0,1,0,0,NA,6,0,0,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"championshipacademyofdistinctionatdavie","FL","broward",592,0.7,2.4,0.2,15,68.1,12,2,15,3.4,1,33024,0,7977,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"CHAMPIONSHIP ACADEMY OF DISTINCTION AT DAVIE",1,58.5,-1.30734049566799,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"charlevoixmontessoriacademyforthearts","MI","charlevoixmontessoriacademyforthearts",46,6.5,0,0,2.2,6,84.8,0,0,34.8,0,53205,1,486,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Charlevoix Montessori Academy for the Arts",1,78.3,1.22223834462203,1,3,0,0,0,0,3,2,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"chartermontessorivalleyviewcampus","CA","buckeyeunionelementaryschooldistrict",521,1,7.5,0.2,0.8,13.4,71.4,5.8,1.9,12.1,2.1,95762,1,10767,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"Charter Montessori Valley View Campus",1,15.9,-0.7075046186549,1,4,0,0,0,0,1,0,0,NA,1,0,0,NA,4,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"charterschoolofexcellenceatdavie","FL","broward",314,0.3,1.9,0.3,49,27.4,18,3.5,8.6,3.2,1,33024,0,7476,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"CHARTER SCHOOL OF EXCELLENCE AT DAVIE",1,77.4,-1.23250493806075,1,67,0,0,0,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"citygardenmontessorischool","MO","citygardenmontessori",281,0,0,1,41.6,4.3,48.8,4,0,11,2,63110,1,3101,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"CITY GARDEN MONTESSORI SCHOOL",1,39.6,2.48269213528144,1,6,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"clarkmontessorihighschool","OH","cincinnaticity",708,0,1.7,0,48.4,1.6,39.8,8.5,0.6,28.4,10.7,45208,1,4331,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,"Clark Montessori High School",1,32.9,-4.09278031245129,1,7,0,0,0,0,3,20,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA
"clevelandcourtelementaryschool","FL","polk",414,0,2,0,21,22,52.4,1.7,8,12,5.8,33803,0,1708,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"CLEVELAND COURT ELEMENTARY SCHOOL",1,46.9,-0.819387647907477,1,80,0,0,0,0,4,1,0,2,8,16,5,10,7,11,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coleridge-taylormontessorielementary","KY","jeffersoncounty",606,0,0.7,0,71,2.5,22.8,3,0.2,13.7,3,40203,1,783,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Coleridge-Taylor Montessori Elementary",1,75.7,-0.690791709225657,1,9,0,0,0,0,4,30,1,NA,0,22,2,NA,0,7,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"collinselementaryschool","MI","foresthillspublicschools",376,0,7.2,0,6.1,4.5,74.7,7.4,9,8.5,0.8,49546,0,5153,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Collins Elementary School",1,13.8,-0.896797799459214,1,65,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"commongroundhighschool","CT","commongroundhighschooldis",202,0,1.5,0,41.1,30.7,23.8,3,3.5,18,13.4,6515,0,807,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,"Common Ground High School",1,58.4,-1.6194883494901,1,73,0,0,0,0,1,2,2,0,0,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"comomontessori","TX","fortworthisd",320,0,2,0,41.9,46.3,7.8,1.9,20.6,10,7.5,76107,1,1845,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"COMO MONTESSORI",1,62.5,-1.55395846396851,1,10,0,0,0,0,0,1,0,NA,4,4,4,NA,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"coralreefmontessoriacademycharter","FL","dade",490,0,2.7,0,19,59,17.6,1.6,6.1,9.4,4,33170,1,3340,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"CORAL REEF MONTESSORI ACADEMY CHARTER",1,19.8,-0.0145425170390237,1,11,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"cornerstonemontessorielementary","MN","cornerstonemontessorielementary",137,0.7,6,0,14.6,15.3,50.4,13.1,8.8,14.6,1.5,55106,1,4523,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"CORNERSTONE MONTESSORI ELEMENTARY",1,43.1,-0.329332947224685,1,12,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"countrysidemontessoriacademy","FL","pasco",326,0,9.8,0.3,5.2,20.2,58.9,5.5,1.5,6.4,7.7,34639,1,3916,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"COUNTRYSIDE MONTESSORI ACADEMY",1,13.2,-1.44091888892609,1,13,0,0,0,0,0,0,0,NA,4,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"creativemontessoriacademy","MI","creativemontessoriacademy",805,0.1,4,0,27.5,15.4,47.6,5.2,8.1,0,0,48195,1,1445,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Creative Montessori Academy",1,51.9,0.679481009949379,1,14,0,0,0,0,0,0,0,NA,8,11,3,NA,8,6,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"crossroadsmontessori","MN","st.paulpublicschooldistrict",316,0,26,0,25.3,12.7,20.3,15.2,22,7.9,1,55117,1,2999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"CROSSROADS MONTESSORI",1,62.5,-0.0572179293297181,1,15,0,0,0,0,1,2,3,NA,2,4,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"crossroadsscienceprogram","MN","st.paulpublicschooldistrict",336,0,31,0,40.2,5.7,12.2,11,26,16.1,5,55117,0,3000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"CROSSROADS SCIENCE PROGRAM",1,78.3,-0.0136881864211262,1,85,0,0,0,0,2,5,0,5,2,13,2,7,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cypressjunctionmontessori","FL","polk",159,0,1.9,0,10.7,15.7,69.8,1.9,0,6.3,7.5,33880,1,8572,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"CYPRESS JUNCTION MONTESSORI",1,3.2,2.7397119696823,1,16,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"daggettmontessori","TX","fortworthisd",509,0,3,0,6.9,54.8,33.2,2.4,10.4,11.6,11.8,76110,1,9037,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"DAGGETT MONTESSORI",1,44.5,0.404352895796039,1,17,0,0,0,0,2,1,6,NA,1,2,8,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"dantealighierimontessorischool","MA","boston",95,0,1.1,0,2,58,34.7,4.2,51.6,10.5,0,2128,1,2835,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"Dante Alighieri Montessori School",1,38,0.87624565601287,1,18,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"datermontessorielementaryschool","OH","cincinnaticity",802,0,0.7,0,42.8,1.6,45.9,9,6.7,17.8,7.5,45238,1,300,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"Dater Montessori Elementary School",1,87.7,-0.861646475993016,1,19,0,0,0,0,3,18,0,NA,0,3,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"davinciinstitutek8","MI","davinciinstitute",193,0,1,0,6.2,2.6,84.5,5.7,1,20.2,1,49202,0,1118,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Da Vinci Institute K8",1,94.3,-0.15802216011931,1,77,0,0,0,0,0,0,0,0,7,0,1,2,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"davis21stcenturymagnetelementaryschool","CT","newhavenschooldistrict",511,1,0.8,0,59.7,16,19.2,3.5,0.8,12,1,6515,0,551,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Davis 21st Century Magnet Elementary School",1,51.1,0.591874525912224,1,70,0,0,0,0,0,2,0,1,1,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"delshireelementaryschool","OH","oakhillslocal",547,0,2.6,0,8,3.5,78.1,8,3.8,13.9,3.1,45238,0,2871,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Delshire Elementary School",1,50.5,-1.43637737869167,1,13,0,0,0,0,0,0,0,0,16,5,0,9,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
