"","schoolname","State","District","No.students","percAmericanIndian","percAsian","percHawaiian","percBlack","percHispanic","percWhite","More","Lep","percIdea","perc504","Zip","Montessori","SCHID","ps","kinder","first","second","third","fourth","fifth","sixth","seventh","eighth","nineth","tenth","eleventh","twelfth","magnet","charter","SCHOOL_NAME","title","FRLperc","distance","weights","subclass","Corporal.punishment_White","Corporal.punishment_Black","Corporal.punishment_Hispanic","Corporal.punishment_tot_dis","in.school.suspensions_White","in.school.suspensions_Black","in.school.suspensions_Hispanic","in.school.suspensions_tot_dis","only.one.out.of.school_White","only.one.out.of.school_Black","only.one.out.of.school_Hispanic","only.one.out.of.school_tot_dis","more.than.one.out.of.school_White","more.than.one.out.of.school_Black","more.than.one.out.of.school_Hispanic","more.than.one.out.of.school_tot_dis","Expulsions_White","Expulsions_Black","Expulsions_Hispanic","Expulsions_tot_dis","Transferred_White","Transferred_Black","Transferred_Hispanic","Transferred_tot_dis","Referral_White","Referral_Black","Referral_Hispanic","Referral_tot_dis","arrest_White","arrest_Black","arrest_Hispanic","arrest_tot_dis","Black_num","Hispanic_num","White_num","tot_OSSsus","tot_OSSRate","tot_ISSsus","tot_ISSRate","white_OSS_rate","black_OSS_rate","hispanic_OSS_rate","white_ISS_rate","black_ISS_rate","hispanic_ISS_rate","zeroISS","issP","zeroOSS"
"236","urbanmontessoricharter","CA","emeryville",366,0.3,7,0.3,20.5,30.6,28,13.9,24,12.8,2.2,94619,1,NA,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,NA,1,28.4,1.81708890647315,1,119,0,0,0,0,0,0,1,NA,1,2,3,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,75,112,102,6,0.0207612456747405,1,0.00346020761245675,0.00980392156862745,0.0266666666666667,0.0267857142857143,0,0,0.00892857142857143,"nonZero",0.554409234329871,"nonZero"
"237","velmalinfordelementary","WY","albanycountyschooldistrict#1",342,3.2,0,0,1.2,18.4,69.3,7.9,4.7,17.5,1.5,82070,0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Velma Linford Elementary",1,35.7,-1.24122555480781,1,19,0,0,0,0,6,0,6,5,2,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,237,6,0.0197368421052632,12,0.0394736842105263,0.0126582278481013,0,0.0476190476190476,0.0253164556962025,0,0.0952380952380952,"nonZero",0.263777389882299,"nonZero"
"238","vidrineelementaryschool","LA","evangelineparish",362,0,0,0,43.9,0.6,52.2,3,0,13,4,70586,0,481,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Vidrine Elementary School",1,49.7,0.351412600330048,1,35,0,0,0,0,11,29,0,7,1,9,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2,189,12,0.0342857142857143,40,0.114285714285714,0.00529100529100529,0.0691823899371069,0,0.0582010582010582,0.182389937106918,0,"nonZero",0.313340897366135,"nonZero"
"239","viroquaareamontessorischool","WI","viroquaareaschooldistrict",110,0,2,0,0,6.4,90.9,1,3,7,2,54665,1,2972,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,"Viroqua Area Montessori School",1,26.7,-1.17976349321082,1,120,0,0,0,0,2,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,7,100,0,0,2,0.0186915887850467,0,NA,0,0.02,NA,0,"nonZero",0.636571165199684,"zero"
"240","waltonschool","OH","clevelandmunicipal",287,0,0,0,30,46.7,22,1.4,19.2,13.2,0.3,45208,0,547,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Walton School",1,82.3,-1.29651791627538,1,97,0,0,0,0,0,0,0,0,4,8,8,5,1,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,134,63,34,0.120141342756184,0,0,0.0793650793650794,0.186046511627907,0.0970149253731343,0,0,0,"zero",0.469929297492841,"nonZero"
"241","washingtonmontessori2","LA","jeffersonparish",246,0.8,1.2,0,63,24.8,9.3,0.8,12.6,9.3,6.1,70403,1,652,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Washington Montessori",1,70.3,0.762489184887164,1,121,0,0,0,0,0,0,0,NA,1,16,2,NA,0,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,155,61,23,23,0.096234309623431,0,0,0.0434782608695652,0.129032258064516,0.0327868852459016,0,0,0,"zero",0.594923921163132,"nonZero"
"242","westrockauthorsacademy","CT","newhavenschooldistrict",217,0,0.5,0,53.5,24,19.4,2.3,1.8,16,0.9,10454,0,647,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"West Rock Authors Academy",1,72.4,-0.583209553882992,1,84,0,0,0,0,1,1,0,0,0,8,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,52,42,11,0.0523809523809524,2,0.00952380952380952,0,0.0775862068965517,0.0384615384615385,0.0238095238095238,0.00862068965517241,0,"nonZero",0.35941249509654,"nonZero"
"243","wexfordmontessorimagnetschool","MI","lansingpublicschooldistrict",382,0,3.7,0,29.1,11.8,41.1,14,11,14.4,1,48911,1,5821,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Wexford Montessori Magnet School",1,73.3,-0.89301986863425,1,122,0,0,0,0,2,4,2,NA,6,8,3,NA,2,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,111,45,157,24,0.0766773162939297,8,0.0255591054313099,0.0509554140127389,0.108108108108108,0.0888888888888889,0.0127388535031847,0.036036036036036,0.0444444444444444,"nonZero",0.472401585994306,"nonZero"
"244","whittierelementary","WI","milwaukeeschooldistrict",219,0,4.6,0,6.8,26.5,53.9,8.2,0.9,10.5,0.5,53211,0,1271,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Whittier Elementary",1,44.6,0.967078913104571,1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,58,118,0,0,0,0,0,0,0,0,0,0,"zero",0.495367098086144,"zero"
"245","willsonschool","OH","clevelandmunicipal",349,0,1,0,86,5,6.3,2,1,29.5,0.3,44113,0,5637,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Willson School",1,99.1,-1.88852753559914,1,52,0,0,0,0,0,0,0,0,1,44,0,15,0,52,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,17,22,97,0.286135693215339,0,0,0.0454545454545455,0.32,0,0,0,0,"zero",0.196095441167203,"nonZero"
"246","wilsonelementary","WI","wauwatosaschooldistrict",160,1.9,10.6,0,9,5.6,65.6,6.9,5,11.3,0,53218,0,2093,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Wilson Elementary",1,13.9,-0.211025616211031,1,99,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,105,3,0.0234375,1,0.0078125,0.00952380952380952,0.0714285714285714,0.111111111111111,0,0.0714285714285714,0,"nonZero",0.357136940496256,"nonZero"
"247","wilsonmontessori","TX","houstonisd",588,0,6.6,0.2,6.3,41.8,39.3,5.8,22.8,9,13.6,77018,1,2616,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"WILSON MONTESSORI",1,34.2,2.38347011386363,1,123,0,0,0,0,0,1,0,NA,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,37,246,231,1,0.00194552529182879,1,0.00194552529182879,0,0.027027027027027,0,0,0.027027027027027,0,"nonZero",0.456619984881702,"nonZero"
"248","woodlandparkmagnet","LA","tangipahoaparish",485,0.4,0,0,81,2.3,9,7.8,2.3,12.6,3.1,70456,0,1991,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Woodland Park Magnet",1,78.4,0.681938043814553,1,31,0,0,0,0,7,137,1,20,7,67,1,9,3,82,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,11,44,160,0.357142857142857,145,0.323660714285714,0.227272727272727,0.379134860050891,0.0909090909090909,0.159090909090909,0.348600508905852,0.0909090909090909,"nonZero",0.307947484418487,"nonZero"
"249","woodwardschoolfortechnologyandresearch","MI","kalamazoopublicschools",351,0.3,0.6,0,70.1,6.6,13.4,9,3.7,11.1,2,49037,0,5676,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Woodward School for Technology and Research",1,92.1,-0.369432481692963,1,14,0,0,0,0,0,1,0,0,2,26,0,0,2,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,23,47,65,0.205696202531646,1,0.00316455696202532,0.0851063829787234,0.235772357723577,0.130434782608696,0,0.0040650406504065,0,"nonZero",0.389033381397258,"nonZero"
"250","yonkersmontessoriacademy","NY","yonkerscityschooldistrict",1387,0.3,3.5,0,14,44.3,37.1,0.8,3.2,19.5,1.3,10705,1,4247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"YONKERS MONTESSORI ACADEMY",1,55.4,-2.68268318317103,1,124,0,0,0,0,0,0,0,NA,2,6,11,NA,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,194,614,515,26,0.0196523053665911,0,0,0.0058252427184466,0.0412371134020619,0.0244299674267101,0,0,0,"zero",0.148268215361646,"nonZero"
